"ENSEMBL","log2FoldChange","pvalue","padj"
"ENSMUSG00000048538",1.00322169745609,0.0457385466213277,0.507612640391232
"ENSMUSG00000126493",-0.027586888631902,0.995005847683934,NA
"ENSMUSG00000097797",-0.389040588805994,0.651336460374221,NA
"ENSMUSG00000135709",-0.989327533373392,0.822390149836992,NA
"ENSMUSG00000025909",-0.264667364620978,0.742069951188578,0.952199308883839
"ENSMUSG00000102647",-1.60003235153574,0.71550185281641,NA
"ENSMUSG00002074990",0.934200463400389,0.832135192999819,NA
"ENSMUSG00000103884",-0.027586888631902,0.995005847683934,NA
"ENSMUSG00000084353",0.848605928025918,0.796528322545143,NA
"ENSMUSG00000103933",-0.205290130559423,0.893340102278755,NA
"ENSMUSG00002075967",-0.027586888631902,0.995005847683934,NA
"ENSMUSG00000123491",1.02644567354095,0.474430604257953,NA
"ENSMUSG00000066693",1.87437224139079,0.530182906965268,NA
"ENSMUSG00000102316",-1.45692860720436,0.190967383227694,NA
"ENSMUSG00000103819",-0.989327533373392,0.822390149836992,NA
"ENSMUSG00000101571",-0.989327533373392,0.822390149836992,NA
"ENSMUSG00000135814",-0.0275868886319025,0.995005847683933,NA
"ENSMUSG00000079671",-0.197952455123364,0.578094322045931,0.906895282784851
"ENSMUSG00000103411",-0.626211298139566,0.601625780122887,NA
"ENSMUSG00000061024",-0.144493746373855,0.627106363912821,0.923384894520743
"ENSMUSG00000025911",0.0765122806154031,0.768995190347774,0.96012534254004
"ENSMUSG00000081441",-0.433430009340717,0.332414676555617,0.81679471402277
"ENSMUSG00000067879",-4.10684346187692,0.0200617561926054,NA
"ENSMUSG00000099827",-1.87381290510548,0.668111202296575,NA
"ENSMUSG00000025912",-0.758059286227997,0.190420602279851,0.730974655744396
"ENSMUSG00000123215",-1.77357909679353,0.685477568340723,NA
"ENSMUSG00000045210",0.105370700115566,0.775858306705657,0.961506176186256
"ENSMUSG00000097893",-0.0627459496697707,0.802149679767603,0.965629430764799
"ENSMUSG00000128816",-2.86718290257688,0.156853333911731,NA
"ENSMUSG00000025915",0.0471204818019565,0.866239786463931,0.978554626948745
"ENSMUSG00000046334",-0.027586888631902,0.995005847683934,NA
"ENSMUSG00002075801",0.934191121960376,0.832136846558768,NA
"ENSMUSG00000098234",0.458391037437024,0.187777799029179,0.728125425681955
"ENSMUSG00000046101",-1.41238410794897,0.264314952124433,NA
"ENSMUSG00000099032",2.29346980533076,0.0140057658125828,0.32500652407692
"ENSMUSG00000104025",-0.989327533373392,0.822390149836992,NA
"ENSMUSG00000025916",-1.81056766429844,0.26863166897854,NA
"ENSMUSG00000025917",0.070382848027029,0.574522733795547,0.905736285613874
"ENSMUSG00000056763",-0.30993230356105,0.123444191918089,0.66330558573777
"ENSMUSG00000137212",-1.16658646069599,0.425929129983998,NA
"ENSMUSG00000067851",0.212135015624583,0.425034639964028,0.854981113896196
"ENSMUSG00002076532",0.851175643222946,0.706682518119065,NA
"ENSMUSG00000102556",-1.09709396746626,0.470411076311039,NA
"ENSMUSG00000127523",-0.577419790769675,0.598156023757344,NA
"ENSMUSG00000048960",0.120740085359402,0.737503678100257,0.950704546590822
"ENSMUSG00000127757",-0.90444894651986,0.715907167501088,NA
"ENSMUSG00000127802",-1.10165434126435,0.638752712343191,NA
"ENSMUSG00000077318",-0.027586888631902,0.995005847683934,NA
"ENSMUSG00000101827",-2.47945645364695,0.260576501079755,NA
"ENSMUSG00000103825",-0.989327533373392,0.822390149836992,NA
"ENSMUSG00000103561",-0.027586888631902,0.995005847683934,NA
"ENSMUSG00000101610",0.934185256542943,0.83213788481574,NA
"ENSMUSG00000097628",-0.027586888631902,0.995005847683934,NA
"ENSMUSG00000097171",-0.989327533373392,0.822390149836992,NA
"ENSMUSG00000016918",-0.266552734286228,0.657816277066345,0.932169688163313
"ENSMUSG00000127288",-0.989327533373392,0.822390149836992,NA
"ENSMUSG00000025938",-2.03421067285896,0.369790850989984,NA
"ENSMUSG00000005886",0.403447413203145,0.14592501884598,0.690290198090703
"ENSMUSG00000103506",-0.216822373999574,0.790721539141444,NA
"ENSMUSG00000103495",-0.87465845077149,0.405505536140284,NA
"ENSMUSG00002076346",-0.989327533373392,0.822390149836992,NA
"ENSMUSG00000102639",-0.0275626775162916,0.993524974140585,NA
"ENSMUSG00000104170",-0.878048986646431,0.603346969906176,NA
"ENSMUSG00000134412",-2.41878253676725,0.058267779773997,NA
"ENSMUSG00000103085",-0.548108269812522,0.428032331605281,0.856575135367407
"ENSMUSG00000102664",-0.555048288262905,0.283976819451019,0.792988726719984
"ENSMUSG00000134452",-0.334938374889935,0.750094628938128,NA
"ENSMUSG00000101476",-0.837856791877992,0.737680678524406,NA
"ENSMUSG00000134491",0.53263457907237,0.700652146700434,NA
"ENSMUSG00000101171",-0.989327533373392,0.822390149836992,NA
"ENSMUSG00000025935",0.281637299329116,0.172513355880427,0.713549415859882
"ENSMUSG00000120948",0.0396098915804768,0.980312257386258,NA
"ENSMUSG00000131318",-0.0275583876916222,0.994706887250737,NA
"ENSMUSG00000025937",-0.0109193880887833,0.959468173345428,0.994102130033783
"ENSMUSG00000102982",0.0933546716791753,0.873962966798555,0.979566385049018
"ENSMUSG00000067813",0.293341029566423,0.323088371889683,0.811985111603676
"ENSMUSG00000025932",-1.78267422859018,0.594590850941364,NA
"ENSMUSG00000054493",0.1067804037555,0.923161362385225,NA
"ENSMUSG00000025930",0.680094454958539,0.42800330385759,NA
"ENSMUSG00000103492",-0.739823012830918,0.602672559407939,NA
"ENSMUSG00000081201",-0.027586888631902,0.995005847683934,NA
"ENSMUSG00000082193",-0.649591740195218,0.639729129565405,NA
"ENSMUSG00000073737",0.27307234201009,0.92260337670836,NA
"ENSMUSG00000092083",-0.0275868886319025,0.995005847683933,NA
"ENSMUSG00000104149",-1.52964982697059,0.00340269784673631,0.157104406009004
"ENSMUSG00000137925",-1.19577722429408,0.0290443475402701,0.427629925690919
"ENSMUSG00000025925",-0.12443083831396,0.53893553938039,0.897372119806989
"ENSMUSG00000104379",0.859252271582866,0.638628112709567,NA
"ENSMUSG00000032719",-0.843437775173248,0.443364462810249,NA
"ENSMUSG00000100652",-0.0275868886319025,0.995005847683933,NA
"ENSMUSG00000136711",-0.11910477188469,0.819180292345191,0.968520094512997
"ENSMUSG00000043716",0.210832619473223,0.216593614687281,0.750509947034633
"ENSMUSG00000025921",0.051809897824584,0.754940882417739,0.956267669311307
"ENSMUSG00000100868",0.540548379055106,0.604190644699144,NA
"ENSMUSG00000025920",0.0356011259754579,0.846202065989857,0.972788831196104
"ENSMUSG00000089982",-0.429621661301685,0.730001378484746,NA
"ENSMUSG00000025939",0.154725059686368,0.553885082173043,0.900361613213697
"ENSMUSG00000102457",0.454482836615184,0.797727475107118,NA
"ENSMUSG00000079658",-0.0671997256848839,0.744759552208967,0.952362676509685
"ENSMUSG00000097744",-0.0275880833005196,0.993535772211133,NA
"ENSMUSG00000100959",0.855361856696179,0.683226564011486,NA
"ENSMUSG00000025940",-0.0241931901761617,0.900107618602621,0.983922605383585
"ENSMUSG00000125087",-0.377334125025821,0.726079478107548,NA
"ENSMUSG00000025779",-0.483896008646515,0.0577460950304683,0.542200328956599
"ENSMUSG00000091020",-1.58745559454105,0.350061161647935,NA
"ENSMUSG00000042686",1.21064713337233,0.000832179691121752,0.0736108253513043
"ENSMUSG00000101589",1.37205987518784,0.55830270514867,NA
"ENSMUSG00000067780",-0.459652756403143,0.639517835724157,NA
"ENSMUSG00000085125",0.934200463400389,0.832135192999819,NA
"ENSMUSG00000025776",-1.96579926363072,0.616486613454542,NA
"ENSMUSG00000100720",-0.0275495227811142,0.995012612068299,NA
"ENSMUSG00000043760",-0.0791607193359586,0.828901287980144,0.970839778068829
"ENSMUSG00000104095",-2.33448250112069,0.1416097333313,NA
"ENSMUSG00000090142",-1.70872361278059,0.30066061749978,NA
"ENSMUSG00000070175",-0.989327533373392,0.822390149836992,NA
"ENSMUSG00000041859",-0.105134045032034,0.755466443922006,0.956267669311307
"ENSMUSG00000097934",0.934191121960375,0.832136846558769,NA
"ENSMUSG00000025931",0.030851048356666,0.950759341361604,0.992495567474363
"ENSMUSG00000077314",-0.989327533373392,0.822390149836992,NA
"ENSMUSG00000041809",0.712212127436008,0.430046778119565,NA
"ENSMUSG00000041779",0.177846069335414,0.401185244073294,0.845040047291067
"ENSMUSG00000137435",1.80908149875954,0.644832322420792,NA
"ENSMUSG00000099971",0.452714620163499,0.66310291054,NA
"ENSMUSG00000129840",1.14457238576256,0.572990895334425,NA
"ENSMUSG00000100819",-0.0275495227811144,0.995012612068299,NA
"ENSMUSG00000099343",0.387527896845092,0.490738190035964,0.879158857160427
"ENSMUSG00000025933",-0.0296762891617581,0.883831867756102,0.980948680891217
"ENSMUSG00000102633",-0.027549522781114,0.995012612068299,NA
"ENSMUSG00000025934",0.145432860861609,0.398289529378367,0.844785346019167
"ENSMUSG00000121505",-0.334439304206654,0.260627204385493,0.776648533527404
"ENSMUSG00000141880",0.123900507172854,0.875627302430294,0.979754697548576
"ENSMUSG00000093963",-1.8676716652849,0.486147258175057,NA
"ENSMUSG00000067750",-3.2051088158937,0.325335030838015,NA
"ENSMUSG00000041722",-0.989336874813406,0.822388500785978,NA
"ENSMUSG00000028033",3.19937752607011,0.0276982826947605,NA
"ENSMUSG00000104138",-0.989346830184629,0.810770859930296,NA
"ENSMUSG00000082935",3.9855081958733,0.0242166418391035,NA
"ENSMUSG00000103748",-0.027586888631902,0.995005847683934,NA
"ENSMUSG00000123368",-0.0275868886319025,0.995005847683933,NA
"ENSMUSG00000099692",-0.027586888631902,0.995005847683934,NA
"ENSMUSG00000041670",-0.027586888631902,0.995005847683934,NA
"ENSMUSG00000101227",-0.027586888631902,0.995005847683934,NA
"ENSMUSG00000102766",0.934200463400389,0.832135192999819,NA
"ENSMUSG00000134304",-0.829935955486416,0.098171887686191,0.629111293816915
"ENSMUSG00000065405",-0.989327533373392,0.822390149836992,NA
"ENSMUSG00000097970",-0.055160548352099,0.927894332759013,0.988542440823981
"ENSMUSG00000100775",-0.725015403295856,0.690799796233459,NA
"ENSMUSG00000133147",0.568003133059405,0.659171114002445,NA
"ENSMUSG00000026158",0.272407827381804,0.172007154467203,0.713549415859882
"ENSMUSG00000026156",-0.168545380454661,0.645860760602652,0.929975153207358
"ENSMUSG00000026155",-0.036003884681296,0.885592437206911,0.981016202581243
"ENSMUSG00000141893",1.03504363989156,0.295174346391098,NA
"ENSMUSG00000026154",-0.183558656039758,0.551273478662179,0.9000459234312
"ENSMUSG00000102495",-0.0276089699953998,0.995001850268618,NA
"ENSMUSG00000026153",0.353052668553324,0.286475181230851,0.794042023858243
"ENSMUSG00000143955",-0.0275868886319025,0.995005847683933,NA
"ENSMUSG00000102398",0.298620312997933,0.89240247345552,NA
"ENSMUSG00000122847",-0.584529501060971,0.386885536669882,0.839683852944293
"ENSMUSG00000026147",-0.0275588642211275,0.995010920976281,NA
"ENSMUSG00000026141",-0.0275868886319025,0.995005847683933,NA
"ENSMUSG00000099997",1.87106874326459,0.532209274649989,NA
"ENSMUSG00000100131",0.998655472227683,0.0249112911825701,0.401861240247469
"ENSMUSG00000067736",-0.185163364140363,0.645466859643616,0.929729457734431
"ENSMUSG00000138098",-3.11368775549202,0.440158067355534,NA
"ENSMUSG00000101111",-0.0498637646489392,0.927917103536395,0.988542440823981
"ENSMUSG00000100862",0.460966611148328,0.269479891540127,0.781539799064923
"ENSMUSG00000102070",0.356219855236187,0.443408589137912,0.863680612255546
"ENSMUSG00000101249",0.401749767116384,0.4873205564224,0.878188181695277
"ENSMUSG00000127021",0.615889117236297,0.738932658187564,NA
"ENSMUSG00000073725",0.147584380854642,0.513429917845938,0.888261596831063
"ENSMUSG00000129952",0.934200463400389,0.832135192999819,NA
"ENSMUSG00000101514",-0.356575093008526,0.090319027824575,0.616544492779264
"ENSMUSG00000086240",0.238953951270006,0.659618565539283,0.932281690342163
"ENSMUSG00000081557",-0.0275973986144254,0.995003945049357,NA
"ENSMUSG00000099492",0.918642073565816,0.462883736742772,NA
"ENSMUSG00000048874",-0.0759931569852567,0.679250219659048,0.935834908232545
"ENSMUSG00000103783",-0.0327870095243803,0.985952322570938,NA
"ENSMUSG00000104315",-1.79128514922904,0.140112180406511,NA
"ENSMUSG00000128750",-0.638059462767221,0.759909583600267,NA
"ENSMUSG00000026064",0.987339997113264,0.142861649440998,0.688822239871599
"ENSMUSG00000117310",1.77060436594403,0.00762624952915792,0.237898441410009
"ENSMUSG00000139019",0.0260164985018567,0.972840746428672,NA
"ENSMUSG00000117091",-0.027549522781114,0.995012612068299,NA
"ENSMUSG00000086726",1.80438045096938,0.679687168360551,NA
"ENSMUSG00000086727",-0.0976403769500132,0.874255104312624,0.979566385049018
"ENSMUSG00000100910",0.372743566317996,0.381797774103602,0.837153347365709
"ENSMUSG00000125934",-0.197525266132504,0.679780941749828,0.935988739091156
"ENSMUSG00000070960",0.953032997331177,0.480516857057788,NA
"ENSMUSG00000100481",-0.0275957902704516,0.99500423620977,NA
"ENSMUSG00000026134",0.292356720660032,0.378286767102063,0.836050723726454
"ENSMUSG00000101682",-0.0275962300719157,0.995004156592004,NA
"ENSMUSG00000138807",-0.027586888631902,0.995005847683934,NA
"ENSMUSG00000102714",-1.5677212054181,0.494606922753783,NA
"ENSMUSG00000138851",-0.638252221271529,0.884403172349477,NA
"ENSMUSG00000102198",0.934191121960376,0.832136846558768,NA
"ENSMUSG00000121274",0.934200463400389,0.832135192999819,NA
"ENSMUSG00000004768",0.371957498449925,0.138640584891293,0.683363031931435
"ENSMUSG00000042215",1.00522453584931,0.0197020986637651,0.378356360496551
"ENSMUSG00000103072",0.0249779920767009,0.989548214438138,NA
"ENSMUSG00000042197",-0.0657047774134613,0.7705937760583,0.960357163186054
"ENSMUSG00000123811",-0.989336874813406,0.822388500785978,NA
"ENSMUSG00000081402",-0.027592754052681,0.995004785859867,NA
"ENSMUSG00000042182",1.34716550373412,0.304442052068747,NA
"ENSMUSG00000026131",0.45358534815605,0.0993340644247784,0.630515475361258
"ENSMUSG00000103596",-2.0389115844423,0.198032548650492,NA
"ENSMUSG00000103364",-0.997318329692031,0.231151970087869,NA
"ENSMUSG00000096992",0.00709667904961477,0.996879324165002,NA
"ENSMUSG00000103001",-0.646446448577628,0.867893361894819,NA
"ENSMUSG00000126561",0.851465590582269,0.70327388290582,NA
"ENSMUSG00000102336",-0.510542282220449,0.565670610281312,NA
"ENSMUSG00000121838",0.192268004773801,0.894391336846754,NA
"ENSMUSG00000042111",-0.0158262432736869,0.946384948893232,0.991498461848388
"ENSMUSG00000101711",-0.0275868886319025,0.995005847683933,NA
"ENSMUSG00000026127",0.200575831215104,0.348182122855863,0.825745069704588
"ENSMUSG00000100280",0.0680180508827867,0.958619043914908,NA
"ENSMUSG00000026126",-1.19669741868201,0.0457108484698021,0.507612640391232
"ENSMUSG00000101223",-2.01428425224018,0.424447808573055,NA
"ENSMUSG00000140102",-0.755725987874825,0.550279849883259,NA
"ENSMUSG00000026125",-1.87381290510548,0.668111202296575,NA
"ENSMUSG00000037509",1.5835174211376,0.105538953456827,NA
"ENSMUSG00000104002",-0.0942389620082975,0.900146236087681,NA
"ENSMUSG00000037503",0.0789472388612016,0.662979863703009,0.932281690342163
"ENSMUSG00000104358",1.97786022017724,0.0872935408479608,NA
"ENSMUSG00000026123",0.30017814316019,0.309868119582424,0.803403225982415
"ENSMUSG00000103548",1.8833672215173,0.616246410666299,NA
"ENSMUSG00000104417",-0.989327533373392,0.822390149836992,NA
"ENSMUSG00000138845",-0.027592754052681,0.995004785859867,NA
"ENSMUSG00000138886",0.934200463400389,0.832135192999819,NA
"ENSMUSG00000143922",-0.989327533373392,0.822390149836992,NA
"ENSMUSG00000103708",-0.027586637900399,0.993392031190131,NA
"ENSMUSG00000140889",1.25354934406265,0.305649823495831,NA
"ENSMUSG00000102434",-0.821081864124145,0.805492688369448,NA
"ENSMUSG00000140927",2.8855829022243,0.360495245917086,NA
"ENSMUSG00000045216",0.441966024535369,0.0300480288982086,0.429638221105399
"ENSMUSG00000122855",1.62975680232424,0.0150458476441747,0.334401281709199
"ENSMUSG00000102202",0.116060225496219,0.799969739069778,0.965297673830259
"ENSMUSG00000037470",0.191232707885187,0.488883666120522,0.878335717854013
"ENSMUSG00000098752",-0.0275868886319025,0.995005847683933,NA
"ENSMUSG00000136261",0.934200463400389,0.832135192999819,NA
"ENSMUSG00000134347",0.934200463400389,0.832135192999819,NA
"ENSMUSG00000047180",-0.342455601432313,0.253579523735355,0.773808613835711
"ENSMUSG00000125625",-0.0275584985756614,0.994782578553467,NA
"ENSMUSG00000037447",-0.181534411205005,0.582505272412866,0.908795969600734
"ENSMUSG00000131496",-1.13279917224515,0.676048178100104,NA
"ENSMUSG00000102762",0.00246967892681872,0.998740079014133,NA
"ENSMUSG00000010453",0.226307379697453,0.108250677571017,0.645592128863986
"ENSMUSG00000037432",-0.0481985959949646,0.87296515671231,0.979566385049018
"ENSMUSG00000001143",-0.00733026594214686,0.978698579593528,0.997489426623129
"ENSMUSG00000137055",-1.65228895820854,0.369821257715889,NA
"ENSMUSG00000137017",1.36722128069428,0.398964989805587,NA
"ENSMUSG00000137090",-0.0653629169275877,0.973753807354159,NA
"ENSMUSG00000037408",0.548204611369843,0.0683937640665001,0.575357710141348
"ENSMUSG00000104316",-1.30336867791022,0.481488841463264,NA
"ENSMUSG00000001138",0.330074307977535,0.237538172699091,0.761861796766714
"ENSMUSG00000067653",-0.556215024364899,0.554529850494292,NA
"ENSMUSG00000109510",1.04460738579135,0.552372905442305,NA
"ENSMUSG00000079610",-0.0262261057280145,0.926518897695422,0.988242577842753
"ENSMUSG00000126033",0.205832417983396,0.880356208309105,NA
"ENSMUSG00000026121",0.283124687159692,0.438092344153057,0.860832351706097
"ENSMUSG00000087589",0.257157047785113,0.777358310629965,NA
"ENSMUSG00000046337",-0.530455069956865,0.840112410857407,NA
"ENSMUSG00000089906",-2.12712443251293,0.624918303255818,NA
"ENSMUSG00000061518",0.00272224986431311,0.994077733366923,0.999077039523112
"ENSMUSG00000037351",0.142731551601742,0.477157360922168,0.875606432170109
"ENSMUSG00000102416",-0.027598035027846,0.994357373570863,NA
"ENSMUSG00000104237",-0.989327533373392,0.822390149836992,NA
"ENSMUSG00000026117",0.45180444113158,0.0460554396916139,0.510135620810312
"ENSMUSG00000141655",0.0351982861856839,0.987179661066623,NA
"ENSMUSG00000026116",0.665599120121383,0.0696609821471795,0.577383091076781
"ENSMUSG00000127057",0.879696307591542,0.468756951744556,NA
"ENSMUSG00000103016",-0.027586888631902,0.995005847683934,NA
"ENSMUSG00000102930",-0.292291959035962,0.714632025529854,0.945855187567958
"ENSMUSG00000103159",-1.90326757900708,0.166571421580424,NA
"ENSMUSG00000080054",0.0931599224247602,0.969486385424467,NA
"ENSMUSG00000129112",-2.36337620527174,0.430405823410597,NA
"ENSMUSG00000119706",-0.989345080156152,0.813365721692431,NA
"ENSMUSG00000050122",0.0795678686235368,0.815306780687913,0.967624228754429
"ENSMUSG00000131940",-0.882850900160578,0.462208818008864,NA
"ENSMUSG00000141881",-0.573164590192868,0.138980379634614,0.68390235370157
"ENSMUSG00000103603",-0.989327533373392,0.822390149836992,NA
"ENSMUSG00000139275",0.934200463400389,0.832135192999819,NA
"ENSMUSG00000026113",0.335809888836241,0.214039049774086,0.74905690803845
"ENSMUSG00000086064",-1.81477026754006,0.390275596508923,NA
"ENSMUSG00000102879",0.934191121960375,0.832136846558769,NA
"ENSMUSG00000026112",0.220272758670657,0.160862014339413,0.708230022377694
"ENSMUSG00000026111",0.14430838776427,0.399106246575838,0.844785346019167
"ENSMUSG00000026110",-0.0102172213761191,0.977547311901485,0.997489426623129
"ENSMUSG00000103948",0.934200463400389,0.832135192999819,NA
"ENSMUSG00000026090",-2.59365260675979,0.0564673711605573,NA
"ENSMUSG00000089767",-0.02759376312582,0.995004603186163,NA
"ENSMUSG00000060771",-0.713137777398574,0.0295583335966072,0.428717165404515
"ENSMUSG00000097268",-0.0275868886319025,0.995005847683933,NA
"ENSMUSG00000037216",0.159297735953221,0.492002456211428,0.879506125142483
"ENSMUSG00000026088",-0.266964892845286,0.218631981523239,0.751778709259846
"ENSMUSG00000026087",-0.000961706568093862,0.997245615288953,0.999279321881644
"ENSMUSG00000058407",0.120238671528723,0.364471476343378,0.828107543326628
"ENSMUSG00000026083",-0.668359422113053,0.00197003934631857,0.118799245307836
"ENSMUSG00000135983",-0.968239354436501,0.297140309799212,NA
"ENSMUSG00000026082",0.108152328895514,0.683642108710238,0.937116777785541
"ENSMUSG00000103804",0.153863444582299,0.868295207676958,0.97871232504887
"ENSMUSG00000102716",-0.027586888631902,0.995005847683934,NA
"ENSMUSG00000126108",-0.027586888631902,0.995005847683934,NA
"ENSMUSG00000037138",0.533247066096314,0.398379169369547,0.844785346019167
"ENSMUSG00000127429",-0.989346660359794,0.814210052030714,NA
"ENSMUSG00000085391",-0.949122852233666,0.59042158288424,NA
"ENSMUSG00000085280",-1.12295116302239,0.488870422689568,NA
"ENSMUSG00000133139",-2.1271157531427,0.624919764587385,NA
"ENSMUSG00000087131",0.914918074843451,0.818453043203839,NA
"ENSMUSG00000122371",-0.989327533373392,0.822390149836992,NA
"ENSMUSG00000048814",-0.0275868886319025,0.995005847683933,NA
"ENSMUSG00000026080",-0.593939300856458,0.560093233362593,NA
"ENSMUSG00000026078",0.0149043513519053,0.935851790825531,0.989740507815726
"ENSMUSG00000103046",-0.149468727383016,0.830632117700376,0.970999979003619
"ENSMUSG00000132325",-0.331047035320287,0.909686045847066,NA
"ENSMUSG00000026077",-3.12515944035327,0.034607317135443,0.454278384439823
"ENSMUSG00000126345",-0.0275984919200778,0.995003747126942,NA
"ENSMUSG00000092563",-0.989336874813406,0.822388500785978,NA
"ENSMUSG00000131701",-1.65187572593875,0.538298775151913,NA
"ENSMUSG00000073702",-0.0575245987848578,0.841361576007056,0.971969266185691
"ENSMUSG00000003134",-0.304046876882944,0.284647211224829,0.792988726719984
"ENSMUSG00000102607",1.41605562504286,0.527527780175383,NA
"ENSMUSG00000126978",-0.59372162234672,0.841370288670583,NA
"ENSMUSG00000142229",-0.027586888631902,0.995005847683934,NA
"ENSMUSG00000003135",0.121529336739808,0.528545579083083,0.893138028725487
"ENSMUSG00000085894",-0.263637447973899,0.410001590216982,0.84910266663841
"ENSMUSG00000077704",-0.690133530123185,0.209296111331197,0.744260712188043
"ENSMUSG00000048234",0.676299565589906,0.0561000782906108,0.537207055794188
"ENSMUSG00000064936",-2.22177400475539,0.0389794664045917,NA
"ENSMUSG00000141216",0.09893844864166,0.798473166099693,0.965037779482502
"ENSMUSG00000134845",-0.288082986022025,0.387537350835081,0.840252079204128
"ENSMUSG00000102471",1.41562327094627,0.303478908048959,NA
"ENSMUSG00000050967",-1.41374912560882,0.471615285147463,NA
"ENSMUSG00000057173",-1.87368670746432,0.662910969248014,NA
"ENSMUSG00000101634",-0.0275957902704516,0.99500423620977,NA
"ENSMUSG00000026074",-0.119249244535734,0.640421387172766,0.927726756416075
"ENSMUSG00000026073",-1.19307416709711,0.475701888344684,NA
"ENSMUSG00000131284",-0.989327533373392,0.822390149836992,NA
"ENSMUSG00000134998",0.162538485295339,0.899591356938196,NA
"ENSMUSG00000137865",1.50106871422631,0.39144146022198,NA
"ENSMUSG00000026072",0.222139250757425,0.460352232965516,0.86826986946036
"ENSMUSG00000103560",-0.527494217388799,0.156796337612003,0.702804220844546
"ENSMUSG00000070942",0.499669444665113,0.443791587441428,0.863784913974156
"ENSMUSG00000123550",0.934191121960376,0.832136846558768,NA
"ENSMUSG00000123590",-0.812751892565368,0.847498198081195,NA
"ENSMUSG00000026069",-2.11641543611538,0.298556185177255,NA
"ENSMUSG00000026070",-2.14697747958616,0.00491849967507122,0.191885921821338
"ENSMUSG00000026068",-1.83902893047204,0.00538208784323159,0.202457148595499
"ENSMUSG00000026062",0.934188139365784,0.810718327015527,NA
"ENSMUSG00000103270",-0.218345654834552,0.873894876497649,NA
"ENSMUSG00000041945",1.00597208242013,0.136533708213267,0.680118287804477
"ENSMUSG00000079588",-0.0276013274082211,0.994723065107093,NA
"ENSMUSG00000142452",0.934191121960376,0.832136846558768,NA
"ENSMUSG00000100178",-0.027586888631902,0.995005847683934,NA
"ENSMUSG00000060679",0.111745790464304,0.496639553922737,0.880790166290984
"ENSMUSG00000077448",1.72788596410909,0.692998046196729,NA
"ENSMUSG00000140926",-0.449771845921144,0.432571051564974,0.858797727706994
"ENSMUSG00000070939",0.227805182704872,0.199692908846864,0.740318672762801
"ENSMUSG00000100269",1.87337686140024,0.478584121522241,NA
"ENSMUSG00000041878",0.411991629978985,0.502222345061496,0.883760967260075
"ENSMUSG00000010290",-0.12671228443819,0.581041155586801,0.908236078914951
"ENSMUSG00000008136",-0.402763457986985,0.542793498816214,0.897906537434682
"ENSMUSG00000094497",0.934203870707566,0.781301495933792,NA
"ENSMUSG00000120601",-0.027586888631902,0.995005847683934,NA
